1.036,10.962
1.060,11.145
1.085,11.331
1.110,11.520
1.136,11.712
1.163,11.907
1.190,12.105
1.218,12.307
1.246,12.512
1.275,12.721
1.305,12.933
1.335,13.148
1.366,13.368
1.398,13.590
1.431,13.817
1.464,14.047
1.499,14.281
1.534,14.519
1.569,14.761
1.606,15.007
1.644,15.257
1.682,15.512
1.721,15.770
1.761,16.033
1.795,16.233
1.830,16.436
1.865,16.642
1.900,16.850
1.937,17.060
1.974,17.274
2.012,17.490
2.050,17.708
2.089,17.930
2.130,18.154
2.170,18.381
2.212,18.610
2.254,18.843
2.297,19.079
2.341,19.317
2.386,19.559
2.432,19.803
2.479,20.051
2.526,20.301
2.574,20.555
2.624,20.812
2.674,21.072
2.725,21.335
2.778,21.602
2.831,21.872
2.885,22.146
2.940,22.422
2.997,22.703
3.054,22.986
3.112,23.274
3.172,23.565
3.233,23.859
3.295,24.157
3.358,24.459
3.422,24.765
3.488,25.075
3.555,25.388
3.623,25.706
3.692,26.027
3.763,26.352
3.835,26.682
3.908,27.015
3.983,27.353
4.060,27.695
4.137,28.041
4.217,28.391
4.297,28.746
4.380,29.106
4.464,29.469
4.549,29.838
4.636,30.211
4.725,30.588
4.816,30.971
4.908,31.358
5.002,31.750
5.098,32.147
5.195,32.549
5.295,32.955
5.396,33.367
5.500,33.784
5.605,34.207
5.712,34.634
5.822,35.067
5.933,35.506
6.047,35.949
6.163,36.399
6.281,36.854
6.401,37.314
6.524,37.781
6.649,38.253
6.776,38.731
6.906,39.215
7.038,39.706
7.173,40.202
7.311,40.705
7.451,41.213
7.593,41.729
7.739,42.250
7.887,42.778
8.038,43.313
8.192,43.854
8.349,44.403
8.509,44.958
8.672,45.520
8.838,46.089
9.008,46.665
9.180,47.248
9.356,47.839
9.535,48.437
9.718,49.042
9.904,49.655
10.094,50.276
10.287,50.904
10.484,51.540
10.685,52.185
10.890,52.837
11.098,53.497
11.311,54.166
11.528,54.843
11.749,55.529
11.974,56.223
12.203,56.926
12.437,57.637
12.675,58.358
12.918,59.087
13.165,59.826
13.418,60.574
13.675,61.331
13.937,62.097
14.203,62.874
14.476,63.660
14.753,64.455
15.036,65.261
15.324,66.077
15.617,66.903
15.916,67.739
16.221,68.586
16.532,69.443
16.849,70.311
17.171,71.190
17.500,72.080
17.836,72.981
18.177,73.893
18.526,74.817
18.880,75.752
19.242,76.699
19.611,77.658
19.986,78.628
20.369,79.611
20.760,80.606
21.157,81.614
21.563,82.634
21.976,83.667
22.397,84.713
22.826,85.772
23.263,86.844
23.709,87.930
24.163,89.029
24.626,90.142
25.097,91.268
25.578,92.409
26.068,93.564
26.568,94.734
27.077,95.918
27.595,97.117
28.124,98.331
28.663,99.560
29.212,100.805
29.772,102.065
30.342,103.340
30.923,104.632
31.516,105.940
32.119,107.264
32.735,108.605
33.362,109.963
34.001,111.337
34.652,112.729
35.316,114.138
35.993,115.565
36.682,117.009
37.385,118.472
38.101,119.953
38.831,121.452
39.575,122.970
40.333,124.508
41.106,126.064
41.893,127.640
42.696,129.235
43.514,130.851
44.347,132.486
45.197,134.142
46.063,135.819
46.945,137.517
47.844,139.236
48.761,140.976
49.695,142.738
50.647,144.523
51.617,146.329
52.606,148.158
53.614,150.010
54.641,151.885
55.688,153.784
56.755,155.706
57.842,157.653
58.950,159.623
60.079,161.619
61.230,163.639
62.403,165.684
63.599,167.755
64.817,169.852
66.059,171.975
67.324,174.125
68.614,176.302
69.928,178.505
71.268,180.737
72.633,182.996
74.025,185.283
75.443,187.600
76.888,189.945
78.361,192.319
79.862,194.723
81.392,197.157
82.951,199.621
84.541,202.117
86.160,204.643
87.811,207.201
89.493,209.791
91.207,212.413
92.955,215.069
94.735,217.757
96.550,220.479
98.400,223.235
100.285,226.025
102.206,228.851
104.164,231.711
106.160,234.608
108.193,237.540
110.266,240.510
112.378,243.516
114.531,246.560
116.725,249.642
118.961,252.762
121.240,255.922
123.563,259.121
125.930,262.360
128.343,265.639
130.801,268.960
133.307,272.322
135.861,275.726
138.464,279.173
141.116,282.662
143.820,286.195
146.575,289.773
149.383,293.395
152.245,297.063
155.161,300.776
158.134,304.536
161.163,308.342
164.250,312.196
167.397,316.099
170.604,320.050
173.872,324.051
177.203,328.101
180.598,332.203
184.057,336.355
187.583,340.560
191.177,344.817
194.839,349.127
198.572,353.491
202.376,357.910
206.253,362.383
210.204,366.913
214.231,371.500
218.335,376.143
222.518,380.845
226.781,385.606
231.125,390.426
235.553,395.306
240.065,400.248
244.664,405.251
249.352,410.316
254.128,415.445
258.997,420.638
263.958,425.896
269.015,431.220
274.169,436.610
279.421,442.068
284.774,447.594
290.229,453.189
295.789,458.853
301.456,464.589
307.231,470.396
313.117,476.276
319.115,482.230
325.228,488.258
331.459,494.361
337.809,500.541
344.280,506.797
350.876,513.132
357.597,519.546
364.448,526.041
371.430,532.616
378.545,539.274
385.797,546.015
393.188,552.840
400.720,559.751
408.397,566.747
416.221,573.832
424.194,581.005
432.321,588.267
440.603,595.621
449.043,603.066
457.646,610.604
466.413,618.237
475.348,625.965
484.455,633.789
493.735,641.712
503.194,649.733
